,Unnamed: 0,customer_id,gender,location_number,location_type,latitude_x,longitude_x,city_id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52,tag_53,tag_54,tag_55,tag_56,tag_57,tag_58,tag_59,tag_60,tag_61,tag_62,tag_63,tag_64,tag_65,tag_66,tag_67,tag_68,tag_69,tag_70,tag_71,tag_72,tag_73,tag_74,tag_75,tag_76,tag_77,tag_78,tag_79,tag_80,tag_81,tag_82,tag_83,tag_84,tag_85,tag_86,tag_87,tag_88,tag_89,tag_90,tag_91,grand_total,item_count
20776,2222200,X4A0182,0,0,0,-0.1019,-78.56,1.0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65,1.75
20777,2222300,X4A0182,0,1,0,-0.10645,-0.05762,1.0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65,1.75
20778,2222400,X4A0182,0,2,0,-0.751,0.1016,1.0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65,1.75
20807,2225300,QHLKMNI,0,0,1,-0.07916,-78.56,1.0,8,0,0,8,12,0,0,12,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,4,0,4,4,4,8,0,4,0,4,4,0,0,8,0,0,4,0,4,0,4,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,13.318181818181818,2.8708621731998445
20808,2225400,QHLKMNI,0,1,2,-0.06506,-0.008514,1.0,8,0,0,8,12,0,0,12,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,4,0,4,4,4,8,0,4,0,4,4,0,0,8,0,0,4,0,4,0,4,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,13.318181818181818,2.8708621731998445
20873,2232100,GB81AGC,1,0,0,-0.1656,-78.56,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3.0
20877,2232500,DOBUHJQ,0,0,2,-0.4763,-78.56,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,1.0
20903,2235300,6ETHYC1,0,0,2,0.0294,-78.6,1.0,2,0,0,2,4,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,4,2,2,0,0,0,0,0,4,0,0,2,0,2,0,2,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,15.61,2.4317935620793163
20904,2235400,6ETHYC1,0,1,2,0.01729,0.001865,1.0,2,0,0,2,4,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,4,2,2,0,0,0,0,0,4,0,0,2,0,2,0,2,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,15.61,2.4317935620793163
20905,2235500,6ETHYC1,0,2,1,0.2551,0.4893,1.0,2,0,0,2,4,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,4,2,2,0,0,0,0,0,4,0,0,2,0,2,0,2,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,15.61,2.4317935620793163
20916,2236600,G6SEP5H,0,0,0,2.24,-78.9,1.0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,3,0,0,3,3,0,6,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.97142857142857,3.0
20917,2236700,G6SEP5H,0,1,2,2.238,0.728,1.0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,3,0,0,3,3,0,6,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.97142857142857,3.0
20918,2236900,QKEKL3Y,0,0,0,-0.2019,-78.56,1.0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,20.06,3.4
20919,2237000,QKEKL3Y,0,1,1,-0.1981,0.12195,1.0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,20.06,3.4
20920,2237100,F1UGKCU,0,0,0,0.1696,-78.6,1.0,15,9,0,9,15,0,0,12,0,3,0,3,0,0,9,21,0,0,0,0,0,3,12,12,0,0,6,3,0,12,3,0,0,0,0,0,0,9,0,0,0,3,0,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6.660869565217391,1.7025638178433298
20921,2237200,F1UGKCU,0,1,2,0.1687,0.04837,1.0,15,9,0,9,15,0,0,12,0,3,0,3,0,0,9,21,0,0,0,0,0,3,12,12,0,0,6,3,0,12,3,0,0,0,0,0,0,9,0,0,0,3,0,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6.660869565217391,1.7025638178433298
20922,2237300,F1UGKCU,0,2,2,0.3013,0.5063,1.0,15,9,0,9,15,0,0,12,0,3,0,3,0,0,9,21,0,0,0,0,0,3,12,12,0,0,6,3,0,12,3,0,0,0,0,0,0,9,0,0,0,3,0,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6.660869565217391,1.7025638178433298
20956,2240900,OOINMCG,0,0,0,-0.1265,-78.56,1.0,8,16,0,16,8,0,0,24,0,0,0,0,16,0,8,24,0,0,0,0,0,0,0,16,8,0,0,0,0,8,0,8,0,0,0,0,0,16,0,0,8,8,8,0,8,0,0,8,0,0,8,8,8,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,8.04375,2.875
20957,2241000,OOINMCG,0,1,1,-0.1262,-0.04453,1.0,8,16,0,16,8,0,0,24,0,0,0,0,16,0,8,24,0,0,0,0,0,0,0,16,8,0,0,0,0,8,0,8,0,0,0,0,0,16,0,0,8,8,8,0,8,0,0,8,0,0,8,8,8,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,8.04375,2.875
20993,2244700,REHZITA,0,0,1,0.0573,-78.6,1.0,3,6,0,6,9,0,0,9,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,0,3,0,0,9,0,6,0,0,0,0,0,6,0,0,3,0,3,0,3,0,0,3,0,0,3,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,9.471428571428572,2.368497700742613
20994,2244800,REHZITA,0,1,2,-0.062,-0.00799,1.0,3,6,0,6,9,0,0,9,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,0,3,0,0,9,0,6,0,0,0,0,0,6,0,0,3,0,3,0,3,0,0,3,0,0,3,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,9.471428571428572,2.368497700742613
21009,2246400,HQDGH4S,0,0,2,-1.734,-78.4,1.0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.375,2.5
21010,2246500,HQDGH4S,0,1,0,-1.722,0.04593,1.0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.375,2.5
21022,2247700,1WFOT9K,0,0,0,1.062,-78.7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,3.0
21066,2252200,ZI65D7C,1,0,2,-0.416,-78.56,1.0,2,0,0,2,2,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.58,1.8
21067,2252300,ZI65D7C,1,1,2,-0.4165,0.04492,1.0,2,0,0,2,2,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.58,1.8
21148,2260800,AIVGQKB,0,0,0,-0.5103,-78.5,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.5
21149,2260900,AIVGQKB,0,1,2,-0.2228,0.1747,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.5
21187,2265300,838FTYV,0,0,0,-0.8374,-78.5,1.0,0,12,6,36,30,0,0,36,6,12,6,0,0,0,12,36,0,0,0,0,0,12,18,30,0,0,6,6,0,18,0,6,0,6,0,6,0,24,0,0,0,0,0,0,6,0,6,6,0,0,0,24,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,18,21.85555555555555,3.6881290335258634
21188,2265400,838FTYV,0,1,2,-0.489,-78.56,1.0,0,12,6,36,30,0,0,36,6,12,6,0,0,0,12,36,0,0,0,0,0,12,18,30,0,0,6,6,0,18,0,6,0,6,0,6,0,24,0,0,0,0,0,0,6,0,6,6,0,0,0,24,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,18,21.85555555555555,3.6881290335258634
21189,2265500,838FTYV,0,2,0,0.10657,-78.6,1.0,0,12,6,36,30,0,0,36,6,12,6,0,0,0,12,36,0,0,0,0,0,12,18,30,0,0,6,6,0,18,0,6,0,6,0,6,0,24,0,0,0,0,0,0,6,0,6,6,0,0,0,24,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,18,21.85555555555555,3.6881290335258634
21190,2265600,838FTYV,0,3,2,-0.4897,0.1145,1.0,0,12,6,36,30,0,0,36,6,12,6,0,0,0,12,36,0,0,0,0,0,12,18,30,0,0,6,6,0,18,0,6,0,6,0,6,0,24,0,0,0,0,0,0,6,0,6,6,0,0,0,24,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,18,21.85555555555555,3.6881290335258634
21191,2265700,838FTYV,0,4,2,-0.4834,0.06836,1.0,0,12,6,36,30,0,0,36,6,12,6,0,0,0,12,36,0,0,0,0,0,12,18,30,0,0,6,6,0,18,0,6,0,6,0,6,0,24,0,0,0,0,0,0,6,0,6,6,0,0,0,24,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,18,21.85555555555555,3.6881290335258634
21192,2265800,838FTYV,0,5,2,-0.6284,0.7314,1.0,0,12,6,36,30,0,0,36,6,12,6,0,0,0,12,36,0,0,0,0,0,12,18,30,0,0,6,6,0,18,0,6,0,6,0,6,0,24,0,0,0,0,0,0,6,0,6,6,0,0,0,24,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,18,21.85555555555555,3.6881290335258634
21193,2265900,838FTYV,0,6,2,0.1041,0.5093,1.0,0,12,6,36,30,0,0,36,6,12,6,0,0,0,12,36,0,0,0,0,0,12,18,30,0,0,6,6,0,18,0,6,0,6,0,6,0,24,0,0,0,0,0,0,6,0,6,6,0,0,0,24,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,18,21.85555555555555,3.6881290335258634
21203,2266900,HFS9ITQ,0,0,2,0.0657,-78.6,1.0,35,7,0,14,49,0,0,28,0,0,0,0,0,0,7,28,0,0,0,0,0,0,7,14,7,0,14,7,14,28,0,14,0,7,7,0,0,14,0,0,7,0,7,0,7,0,0,21,0,0,7,14,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,28,9.97741935483871,1.8387096774193548
21204,2267000,HFS9ITQ,0,1,2,0.06744,-0.009544,1.0,35,7,0,14,49,0,0,28,0,0,0,0,0,0,7,28,0,0,0,0,0,0,7,14,7,0,14,7,14,28,0,14,0,7,7,0,0,14,0,0,7,0,7,0,7,0,0,21,0,0,7,14,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,28,9.97741935483871,1.8387096774193548
21205,2267100,HFS9ITQ,0,2,2,125.7,-9.08,1.0,35,7,0,14,49,0,0,28,0,0,0,0,0,0,7,28,0,0,0,0,0,0,7,14,7,0,14,7,14,28,0,14,0,7,7,0,0,14,0,0,7,0,7,0,7,0,0,21,0,0,7,14,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,28,9.97741935483871,1.8387096774193548
21298,2276500,FDTQ1AF,0,0,2,0.3264,-78.6,1.0,4,2,0,4,4,2,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.285714285714286,1.4285714285714286
21299,2276600,FDTQ1AF,0,1,2,0.0599,-78.6,1.0,4,2,0,4,4,2,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.285714285714286,1.4285714285714286
21300,2276700,FDTQ1AF,0,2,2,0.3328,0.01988,1.0,4,2,0,4,4,2,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.285714285714286,1.4285714285714286
21301,2276800,FDTQ1AF,0,3,2,0.06396,0.5728,1.0,4,2,0,4,4,2,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.285714285714286,1.4285714285714286
21325,2279700,OF8HJYC,0,0,0,0.152,-78.6,1.0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.22,2.6
21327,2279900,CP1JLP5,0,0,0,1.331,-78.75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.0
21352,2282700,PMNMY38,0,0,0,-1.546,-78.44,1.0,30,18,0,18,30,0,0,12,0,6,0,12,0,0,12,66,0,0,0,0,6,0,12,18,0,0,12,0,6,18,6,0,6,0,0,0,0,12,0,0,0,0,0,0,6,0,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,19.148,2.943179356207932
21353,2282800,PMNMY38,0,1,2,-0.745,-78.5,1.0,30,18,0,18,30,0,0,12,0,6,0,12,0,0,12,66,0,0,0,0,6,0,12,18,0,0,12,0,6,18,6,0,6,0,0,0,0,12,0,0,0,0,0,0,6,0,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,19.148,2.943179356207932
21354,2282900,PMNMY38,0,2,2,-1.546,-0.03983,1.0,30,18,0,18,30,0,0,12,0,6,0,12,0,0,12,66,0,0,0,0,6,0,12,18,0,0,12,0,6,18,6,0,6,0,0,0,0,12,0,0,0,0,0,0,6,0,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,19.148,2.943179356207932
21355,2283000,PMNMY38,0,3,2,-0.7456,0.794,1.0,30,18,0,18,30,0,0,12,0,6,0,12,0,0,12,66,0,0,0,0,6,0,12,18,0,0,12,0,6,18,6,0,6,0,0,0,0,12,0,0,0,0,0,0,6,0,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,19.148,2.943179356207932
21366,2284300,2I0QXOC,0,0,2,0.178,-78.6,1.0,2,4,0,0,4,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.266666666666666,2.0
21367,2284400,2I0QXOC,0,1,2,-96.44,-67.2,1.0,2,4,0,0,4,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.266666666666666,2.0
21368,2284500,4R0RGFU,0,0,2,-0.08966,-78.56,1.0,24,6,0,24,24,0,0,18,0,0,0,0,6,0,0,24,0,0,0,0,0,0,6,24,6,0,12,6,6,18,0,0,0,6,6,0,0,6,0,0,0,0,0,0,12,0,6,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,6,0,0,0,0,12,8.519354838709678,1.848965665186876
21369,2284600,4R0RGFU,0,1,0,0.04733,-78.6,1.0,24,6,0,24,24,0,0,18,0,0,0,0,6,0,0,24,0,0,0,0,0,0,6,24,6,0,12,6,6,18,0,0,0,6,6,0,0,6,0,0,0,0,0,0,12,0,6,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,6,0,0,0,0,12,8.519354838709678,1.848965665186876
21370,2284700,4R0RGFU,0,2,2,-0.09216,-0.0079,1.0,24,6,0,24,24,0,0,18,0,0,0,0,6,0,0,24,0,0,0,0,0,0,6,24,6,0,12,6,6,18,0,0,0,6,6,0,0,6,0,0,0,0,0,0,12,0,6,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,6,0,0,0,0,12,8.519354838709678,1.848965665186876
21371,2284800,4R0RGFU,0,3,1,0.1065,-0.006687,1.0,24,6,0,24,24,0,0,18,0,0,0,0,6,0,0,24,0,0,0,0,0,0,6,24,6,0,12,6,6,18,0,0,0,6,6,0,0,6,0,0,0,0,0,0,12,0,6,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,6,0,0,0,0,12,8.519354838709678,1.848965665186876
21455,2293800,DP1ELUR,0,0,0,1.839,-78.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,3.0
21473,2295600,F8SFBID,0,0,2,0.0329,-78.6,1.0,12,6,0,0,18,0,0,24,0,0,0,0,6,0,6,12,0,0,0,0,0,0,0,6,6,0,12,0,0,6,0,12,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,10.531249999999998,2.3125
21474,2295700,F8SFBID,0,1,2,-0.05856,-0.00846,1.0,12,6,0,0,18,0,0,24,0,0,0,0,6,0,6,12,0,0,0,0,0,0,0,6,6,0,12,0,0,6,0,12,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,10.531249999999998,2.3125
21475,2295800,F8SFBID,0,2,2,1.23,0.05893,1.0,12,6,0,0,18,0,0,24,0,0,0,0,6,0,6,12,0,0,0,0,0,0,0,6,6,0,12,0,0,6,0,12,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,10.531249999999998,2.3125
